user_id,age,gender,weight,height,bmi,goal,sleep_hours,sleep_quality,bedtime_hour,wake_time,fatigue_level,steps_walked,exercise_minutes,exercise_type,calories_burned,heart_rate_avg,calories_intake,protein_intake,junk_food_freq,water_intake,meal_frequency,stress_level,mood,screen_time,work_hours,social_interaction,meditation_minutes,hair_condition,skin_condition,sun_exposure,water_quality,workout_plan,diet_plan,lifestyle_change,mental_care,hair_skin_care
U0752,45,Female,53,166,19.2,weight_loss,8.5,3,1,6,9,5807,34,strength,388,71,2353,106,1,2.6,4,5,9,4,4,low,27,4,3,3,good,Moderate Workout,Balanced Diet,None,None,Maintain Routine
U0753,28,Male,65,156,26.7,maintain,8.5,1,1,7,3,10018,47,mixed,245,83,2856,126,1,2.9,5,6,8,5,9,medium,10,3,2,3,good,Weight Loss Workout,Low Carb,None,None,Skin Care
U0754,24,Female,89,177,28.4,stress_relief,7.8,4,0,8,9,3699,15,cardio,148,95,2585,113,1,2.5,3,6,8,2,8,low,16,2,2,4,poor,Weight Loss Workout,Balanced Diet,None,None,Skin Care
U0755,24,Male,62,185,18.1,stress_relief,6.2,3,22,5,2,5591,2,mixed,434,76,2379,81,6,2.7,3,1,6,6,8,low,2,3,3,2,good,Moderate Workout,Balanced Diet,None,None,Maintain Routine
U0756,36,Female,90,170,31.1,stress_relief,6.3,5,21,2,7,5904,27,none,308,94,3203,51,4,1.4,2,10,2,4,7,medium,16,3,4,0,good,Weight Loss Workout,Low Carb,None,Meditation,Hydration
U0757,43,Male,88,177,28.1,weight_loss,5.0,5,0,8,10,2419,55,cardio,219,84,2676,146,3,1.2,4,8,10,8,5,high,11,3,4,0,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Hydration
U0758,30,Female,81,182,24.5,maintain,4.9,4,22,4,2,4980,28,mixed,457,71,2327,89,4,2.0,2,7,8,9,5,medium,15,1,4,5,average,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0759,38,Female,75,169,26.3,maintain,5.5,2,1,8,2,9800,52,cardio,419,79,1816,86,4,3.0,3,8,5,8,11,high,13,4,5,4,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0760,27,Female,79,179,24.7,stress_relief,6.2,5,21,3,2,2717,12,none,257,77,1553,129,4,3.1,5,4,3,8,10,low,15,4,1,0,good,Light Cardio,Balanced Diet,Reduce Screen Time,Relaxation,Skin Care
U0761,47,Male,62,188,17.5,stress_relief,6.9,1,0,7,5,3878,20,strength,123,106,2448,124,2,3.4,5,2,8,9,10,high,27,1,5,4,average,Strength Training,Balanced Diet,Reduce Screen Time,None,Maintain Routine
U0762,40,Male,82,186,23.7,maintain,8.2,4,21,4,1,10436,7,mixed,225,85,3319,127,1,2.6,2,6,9,8,9,high,21,5,3,3,good,Moderate Workout,Low Carb,Reduce Screen Time,None,Maintain Routine
U0763,32,Female,81,158,32.4,maintain,7.8,1,21,2,3,3407,27,none,196,105,1500,67,4,3.0,4,10,10,7,5,high,27,5,5,3,average,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0764,28,Male,81,163,30.5,maintain,5.3,1,21,2,1,2568,50,none,297,119,2666,129,0,3.1,2,1,7,2,4,medium,14,5,1,1,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0765,35,Female,50,189,14.0,maintain,5.4,4,22,5,5,8612,10,none,318,63,2597,132,0,3.4,5,1,8,8,4,low,10,3,2,2,poor,Strength Training,Balanced Diet,Improve Sleep,None,Skin Care
U0766,34,Female,71,152,30.7,maintain,6.9,2,21,4,4,6546,54,strength,154,95,2254,50,2,3.7,5,8,2,5,6,high,6,2,1,1,good,Weight Loss Workout,Balanced Diet,None,Meditation,Skin Care
U0767,23,Male,73,156,30.0,weight_loss,5.2,2,22,6,1,5680,48,cardio,295,87,2098,82,3,1.1,4,10,7,5,5,medium,15,1,5,0,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Hydration
U0768,42,Female,73,157,29.6,stress_relief,4.6,4,22,6,4,6061,2,strength,466,99,1517,85,6,2.9,3,10,5,6,11,high,26,4,5,5,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0769,32,Male,75,184,22.2,maintain,8.3,3,1,7,7,11659,48,strength,238,97,2385,63,0,3.7,3,2,6,6,7,medium,28,5,2,1,good,Moderate Workout,Balanced Diet,None,None,Skin Care
U0770,26,Female,62,170,21.5,muscle_gain,4.2,4,22,4,1,8859,33,strength,134,98,1602,62,6,2.5,3,2,8,4,5,high,12,5,3,1,average,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0771,28,Female,93,183,27.8,maintain,7.6,1,23,7,8,6136,4,mixed,265,77,2805,124,4,3.1,4,10,1,6,5,high,11,1,1,0,good,Weight Loss Workout,Low Carb,None,Meditation,Skin Care
U0772,40,Male,57,180,17.6,muscle_gain,6.2,2,1,7,3,7546,12,none,423,78,2061,54,5,2.0,4,4,4,9,10,high,6,2,2,2,good,Strength Training,Balanced Diet,Reduce Screen Time,None,Skin Care
U0773,32,Male,81,185,23.7,stress_relief,4.8,4,23,6,10,2768,16,strength,179,98,1754,47,6,3.2,4,5,6,8,8,low,24,3,5,3,poor,Light Cardio,High Protein,Improve Sleep,None,Maintain Routine
U0774,39,Female,99,153,42.3,maintain,6.0,5,23,7,9,3632,54,cardio,294,84,3380,105,4,3.8,5,1,10,6,9,medium,3,2,2,3,good,Weight Loss Workout,Low Carb,None,None,Skin Care
U0775,29,Female,64,158,25.6,weight_loss,8.8,4,0,8,8,9781,21,mixed,128,91,2990,148,2,2.6,4,5,4,4,11,medium,2,2,5,0,average,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0776,32,Female,94,154,39.6,maintain,6.7,3,21,4,7,9254,4,mixed,220,85,2763,110,2,1.8,5,3,6,6,10,low,0,5,5,5,average,Weight Loss Workout,Balanced Diet,None,None,Hydration
U0777,19,Male,99,164,36.8,weight_loss,6.8,4,1,7,4,9787,4,strength,435,84,1543,54,5,1.2,4,3,6,3,7,high,21,3,2,0,average,Weight Loss Workout,Balanced Diet,None,None,Hydration
U0778,34,Female,85,180,26.2,maintain,4.9,5,22,4,1,1185,45,cardio,228,80,2329,93,6,3.9,5,1,5,7,9,low,18,2,4,3,good,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0779,37,Female,78,154,32.9,maintain,6.0,1,0,5,9,7084,35,cardio,339,93,2709,77,1,1.2,2,1,3,8,9,high,9,1,4,0,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Relaxation,Hydration
U0780,42,Male,73,163,27.5,maintain,6.9,1,0,6,1,11019,30,none,117,108,1633,121,6,2.6,5,9,2,8,10,medium,24,1,5,0,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Meditation,Maintain Routine
U0781,26,Female,87,151,38.2,weight_loss,4.2,1,1,9,7,4239,25,strength,262,82,1951,88,1,3.2,5,7,7,9,5,high,18,2,1,1,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0782,39,Male,81,173,27.1,muscle_gain,7.8,1,0,7,7,6193,56,strength,434,119,3442,149,3,1.4,3,1,8,4,9,low,1,5,3,0,good,Weight Loss Workout,Low Carb,None,None,Hydration
U0783,20,Female,97,189,27.2,muscle_gain,6.4,1,21,3,3,3033,2,mixed,487,70,1732,62,3,3.8,4,9,6,4,4,high,28,4,5,4,good,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0784,34,Female,89,178,28.1,muscle_gain,6.8,4,1,8,10,9287,40,cardio,486,81,1654,84,2,1.5,4,10,7,8,7,low,25,2,3,5,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Meditation,Hydration
U0785,39,Male,50,156,20.5,muscle_gain,8.4,3,23,6,4,6125,56,strength,149,107,1645,131,2,2.9,3,7,4,5,5,high,11,4,4,3,average,Moderate Workout,Balanced Diet,None,None,Maintain Routine
U0786,33,Female,98,166,35.6,maintain,8.4,5,21,2,9,2607,16,mixed,243,118,3319,80,0,2.4,3,6,4,6,11,high,8,2,3,4,poor,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0787,27,Female,76,151,33.3,stress_relief,9.0,1,22,4,1,7917,38,none,373,68,3363,118,6,3.0,5,4,8,2,11,high,11,1,5,1,poor,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0788,48,Female,66,150,29.3,stress_relief,8.2,4,1,7,10,8717,43,none,173,113,2380,127,2,3.2,5,9,2,9,4,medium,24,1,2,1,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Meditation,Skin Care
U0789,26,Female,52,157,21.1,weight_loss,7.5,1,0,8,7,4948,7,none,450,104,2832,138,6,3.7,4,9,6,4,6,medium,29,2,1,4,average,Moderate Workout,Low Carb,None,Meditation,Skin Care
U0790,29,Male,60,172,20.3,weight_loss,8.3,1,21,4,9,7411,10,cardio,265,87,2531,103,0,3.4,2,2,9,2,7,high,20,2,3,0,good,Moderate Workout,Balanced Diet,None,None,Maintain Routine
U0791,45,Female,68,164,25.3,stress_relief,6.6,4,21,5,5,6834,1,mixed,391,64,2075,36,5,4.0,3,8,4,5,10,high,0,5,1,0,average,Weight Loss Workout,High Protein,None,Meditation,Skin Care
U0792,49,Male,65,151,28.5,stress_relief,4.8,5,21,4,1,6184,59,mixed,142,88,2540,97,4,3.8,5,5,6,3,8,high,13,1,4,5,average,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0793,21,Male,72,174,23.8,maintain,7.7,5,23,6,2,2472,11,mixed,182,68,2423,107,3,3.3,3,9,6,2,8,medium,24,5,4,0,good,Light Cardio,Balanced Diet,None,Meditation,Maintain Routine
U0794,19,Female,66,185,19.3,muscle_gain,4.2,3,22,5,9,7638,44,cardio,229,78,2859,136,3,1.9,3,2,10,7,6,medium,18,2,5,1,average,Moderate Workout,Low Carb,Improve Sleep,None,Hydration
U0795,48,Male,88,174,29.1,stress_relief,6.8,1,22,4,9,10180,5,strength,148,103,1918,120,4,2.4,3,3,9,3,7,medium,17,3,5,2,good,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0796,33,Female,60,162,22.9,muscle_gain,8.4,4,1,9,4,2208,53,cardio,310,96,2512,43,6,1.1,5,6,3,3,4,high,22,4,4,0,average,Light Cardio,High Protein,None,Relaxation,Hydration
U0797,48,Male,74,188,20.9,muscle_gain,7.2,5,0,5,3,1132,0,mixed,394,106,3078,111,5,1.8,2,7,4,5,8,low,29,5,1,2,average,Light Cardio,Low Carb,None,None,Hydration
U0798,25,Female,74,167,26.5,stress_relief,8.4,2,21,3,7,6690,41,none,343,118,2916,83,5,3.5,2,5,8,8,6,low,13,2,2,4,poor,Weight Loss Workout,Low Carb,Reduce Screen Time,None,Skin Care
U0799,44,Male,55,160,21.5,muscle_gain,7.8,5,23,6,8,8720,55,none,436,62,3325,105,5,1.9,5,8,2,4,9,high,23,1,5,2,poor,Moderate Workout,Low Carb,None,Meditation,Hydration
U0800,19,Female,97,182,29.3,muscle_gain,8.7,1,23,5,3,6802,58,mixed,296,111,2084,76,4,3.4,5,8,8,9,7,low,16,2,4,1,average,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Meditation,Maintain Routine
U0801,28,Female,79,179,24.7,maintain,7.8,1,23,4,7,5014,19,cardio,358,106,2825,133,3,3.3,3,8,7,4,5,low,17,5,5,1,poor,Moderate Workout,Low Carb,None,Meditation,Maintain Routine
U0802,19,Male,63,180,19.4,muscle_gain,6.7,5,23,4,9,11515,34,strength,178,83,1932,86,3,2.9,5,3,3,7,4,high,3,1,4,3,poor,Moderate Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0803,36,Female,66,165,24.2,muscle_gain,8.4,1,0,6,6,4590,13,none,111,105,1632,34,3,1.3,3,10,1,2,10,medium,23,1,3,1,poor,Moderate Workout,High Protein,None,Meditation,Hydration
U0804,39,Female,99,178,31.2,stress_relief,7.4,2,21,4,9,3374,58,mixed,435,85,2494,110,6,3.4,4,9,4,3,6,low,28,3,3,1,poor,Weight Loss Workout,Balanced Diet,None,Meditation,Maintain Routine
U0805,47,Male,69,186,19.9,weight_loss,7.1,1,23,5,7,6387,11,none,499,84,3441,120,3,3.2,2,4,1,2,9,high,17,1,3,1,poor,Moderate Workout,Low Carb,None,Relaxation,Maintain Routine
U0806,33,Female,83,174,27.4,stress_relief,8.0,5,0,7,4,8733,23,mixed,296,98,2465,138,3,3.2,3,4,1,6,11,high,4,3,3,0,good,Weight Loss Workout,Balanced Diet,None,Relaxation,Maintain Routine
U0807,40,Male,69,176,22.3,muscle_gain,8.7,4,1,8,9,8930,2,strength,334,69,2460,78,3,2.3,3,1,2,3,10,low,23,4,2,2,average,Moderate Workout,Balanced Diet,None,Relaxation,Skin Care
U0808,22,Male,62,173,20.7,stress_relief,5.6,1,22,5,10,5135,47,cardio,439,63,1607,89,1,3.8,3,6,6,7,9,medium,26,2,4,1,average,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0809,25,Male,69,178,21.8,weight_loss,8.0,4,21,4,4,1668,13,cardio,368,88,1981,120,6,2.5,2,5,7,4,9,medium,14,5,5,4,good,Light Cardio,Balanced Diet,None,None,Maintain Routine
U0810,41,Female,79,180,24.4,stress_relief,4.2,1,23,7,10,3577,35,mixed,245,79,3349,61,4,3.8,3,7,1,5,4,medium,3,4,5,3,good,Light Cardio,Low Carb,Improve Sleep,Relaxation,Maintain Routine
U0811,48,Female,52,177,16.6,muscle_gain,5.3,5,0,5,6,9215,36,cardio,278,95,2369,74,6,1.9,2,9,10,4,10,low,26,5,3,3,average,Strength Training,Balanced Diet,Improve Sleep,Meditation,Hydration
U0812,43,Male,58,166,21.0,weight_loss,4.2,1,1,9,9,9808,33,none,127,107,2494,45,4,2.8,3,6,2,7,9,medium,5,4,5,5,good,Moderate Workout,High Protein,Improve Sleep,Relaxation,Maintain Routine
U0813,24,Male,82,161,31.6,stress_relief,4.8,2,22,4,8,4777,3,strength,319,87,2996,119,4,3.4,3,2,5,5,8,high,0,4,2,2,poor,Weight Loss Workout,Low Carb,Improve Sleep,None,Skin Care
U0814,39,Female,69,165,25.3,muscle_gain,8.7,5,0,7,10,9519,5,cardio,215,81,3041,147,0,3.0,2,7,1,6,4,low,12,5,5,5,poor,Weight Loss Workout,Low Carb,None,Relaxation,Maintain Routine
U0815,26,Male,99,170,34.3,muscle_gain,6.9,2,22,6,7,3562,0,none,348,96,3362,32,3,1.0,4,4,2,7,8,high,20,2,3,5,average,Weight Loss Workout,Low Carb,None,Relaxation,Hydration
U0816,37,Female,68,182,20.5,muscle_gain,7.4,5,21,5,9,2128,16,strength,400,72,3034,131,6,1.3,5,10,8,9,9,low,2,2,2,5,poor,Light Cardio,Low Carb,Reduce Screen Time,Meditation,Hydration
U0817,23,Male,97,152,42.0,weight_loss,5.2,2,0,8,1,5385,15,mixed,490,77,2081,143,3,1.1,4,9,4,7,8,low,6,3,3,2,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Hydration
U0818,37,Male,67,185,19.6,muscle_gain,8.0,1,22,3,8,6696,0,none,480,119,3060,120,1,2.1,5,1,1,9,5,medium,9,2,5,0,good,Moderate Workout,Low Carb,Reduce Screen Time,Relaxation,Maintain Routine
U0819,19,Male,55,183,16.4,maintain,4.5,3,0,7,3,6835,49,mixed,357,70,2695,130,2,2.7,5,6,9,4,8,medium,3,1,4,1,poor,Strength Training,Balanced Diet,Improve Sleep,None,Maintain Routine
U0820,31,Male,54,182,16.3,stress_relief,5.4,5,1,7,6,8732,17,mixed,479,101,2570,60,5,3.1,4,10,3,2,8,high,26,4,3,3,good,Strength Training,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0821,32,Female,98,189,27.4,weight_loss,7.9,2,23,6,8,1434,35,strength,154,94,2815,141,3,3.5,2,4,5,2,10,low,15,4,1,0,poor,Weight Loss Workout,Low Carb,None,None,Skin Care
U0822,23,Male,89,153,38.0,stress_relief,6.7,1,1,7,2,8926,9,none,212,83,2792,58,1,1.6,4,10,7,3,11,low,13,3,5,1,good,Weight Loss Workout,Balanced Diet,None,Meditation,Hydration
U0823,38,Female,64,152,27.7,stress_relief,4.7,2,21,2,6,9353,40,strength,246,113,2349,66,1,3.1,4,3,5,7,8,high,9,1,4,3,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0824,49,Female,75,164,27.9,muscle_gain,8.1,3,22,3,6,1313,25,mixed,483,80,1776,101,0,1.7,2,9,6,8,10,medium,16,1,4,5,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Meditation,Hydration
U0825,37,Female,55,161,21.2,stress_relief,4.7,5,1,8,2,2287,9,none,163,101,2054,38,5,3.8,2,4,2,4,4,low,0,4,3,0,average,Light Cardio,High Protein,Improve Sleep,Relaxation,Maintain Routine
U0826,44,Male,51,156,21.0,maintain,4.6,4,21,4,10,10257,50,none,140,80,1623,86,5,2.5,5,8,10,8,10,medium,29,1,5,4,average,Moderate Workout,Balanced Diet,Improve Sleep,Meditation,Maintain Routine
U0827,34,Male,73,174,24.1,muscle_gain,5.7,2,22,5,10,10467,2,strength,191,61,1649,100,3,3.2,4,4,6,2,7,high,29,2,4,1,good,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0828,36,Female,64,167,22.9,weight_loss,5.5,5,1,9,6,4477,51,none,372,110,2264,74,6,2.8,4,6,5,3,4,low,17,1,4,5,poor,Moderate Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0829,42,Male,89,189,24.9,maintain,7.7,3,21,4,4,6022,16,mixed,202,117,3121,64,5,2.7,4,8,5,3,5,medium,1,1,3,4,poor,Moderate Workout,Low Carb,None,Meditation,Maintain Routine
U0830,23,Female,54,151,23.7,maintain,8.4,5,0,7,5,2014,4,strength,357,99,2304,147,0,3.9,4,4,9,7,11,medium,25,5,4,3,good,Light Cardio,Balanced Diet,None,None,Maintain Routine
U0831,49,Male,91,153,38.9,weight_loss,8.5,3,21,3,7,3226,29,strength,224,79,1666,52,0,2.9,4,7,6,3,11,high,22,2,5,0,poor,Weight Loss Workout,Balanced Diet,None,None,Maintain Routine
U0832,24,Female,98,168,34.7,stress_relief,5.0,5,1,7,3,8288,49,none,470,119,1535,55,0,1.6,5,9,8,3,8,high,5,3,4,5,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Hydration
U0833,38,Female,83,158,33.2,maintain,7.2,1,0,8,5,9616,21,mixed,165,75,3499,82,5,1.0,4,8,4,8,9,medium,16,2,5,3,good,Weight Loss Workout,Low Carb,Reduce Screen Time,Meditation,Hydration
U0834,27,Male,51,150,22.7,weight_loss,7.8,5,23,4,8,9541,43,strength,426,101,3341,147,5,2.1,2,1,2,7,6,medium,20,1,3,1,average,Moderate Workout,Low Carb,None,Relaxation,Maintain Routine
U0835,20,Female,70,182,21.1,stress_relief,7.8,2,21,3,10,8972,29,none,324,70,2448,70,4,1.7,4,2,10,2,7,medium,4,3,2,3,average,Moderate Workout,Balanced Diet,None,None,Hydration
U0836,21,Female,53,160,20.7,maintain,5.7,3,22,5,6,8860,5,cardio,120,119,2193,85,3,1.8,5,4,7,3,11,medium,13,4,5,3,poor,Moderate Workout,Balanced Diet,Improve Sleep,None,Hydration
U0837,32,Male,62,189,17.4,muscle_gain,5.3,1,21,5,10,9972,32,strength,456,97,2524,68,2,3.3,5,9,6,2,4,medium,21,4,1,5,poor,Strength Training,Balanced Diet,Improve Sleep,Meditation,Skin Care
U0838,18,Male,93,150,41.3,weight_loss,5.5,2,21,2,8,11234,9,strength,202,119,2609,66,3,1.2,3,10,10,2,8,low,14,4,4,5,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,Meditation,Hydration
U0839,49,Male,82,187,23.4,muscle_gain,7.0,4,1,8,10,2552,33,mixed,251,69,1615,59,2,1.4,2,3,8,6,7,medium,11,3,5,3,poor,Light Cardio,Balanced Diet,None,None,Hydration
U0840,36,Female,56,177,17.9,stress_relief,4.4,2,22,5,4,11690,48,strength,286,106,2913,119,3,3.4,4,4,4,3,5,high,17,4,3,3,poor,Strength Training,Low Carb,Improve Sleep,None,Maintain Routine
U0841,40,Male,88,157,35.7,muscle_gain,6.0,1,21,3,3,11068,56,mixed,369,117,1794,45,1,2.4,3,4,5,7,8,low,3,4,4,2,average,Weight Loss Workout,High Protein,None,None,Maintain Routine
U0842,18,Female,88,167,31.6,stress_relief,8.4,4,22,5,3,5006,37,none,297,67,1603,115,0,1.3,4,8,5,6,6,high,27,4,3,4,average,Weight Loss Workout,Balanced Diet,None,Meditation,Hydration
U0843,29,Female,63,155,26.2,maintain,8.6,2,0,5,9,5898,53,strength,436,110,3193,73,6,2.1,4,7,6,6,10,medium,24,4,4,5,good,Weight Loss Workout,Low Carb,None,None,Maintain Routine
U0844,27,Male,54,172,18.3,muscle_gain,4.5,1,23,4,10,5228,14,none,205,67,2195,102,2,3.4,3,2,3,6,6,medium,26,1,2,2,average,Moderate Workout,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0845,20,Female,81,151,35.5,stress_relief,4.9,2,21,4,9,7881,10,strength,396,66,2580,75,2,1.8,5,7,10,6,9,low,0,2,3,5,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Hydration
U0846,26,Male,80,155,33.3,weight_loss,7.2,4,1,9,5,9346,40,mixed,371,94,2943,85,2,4.0,2,9,5,3,4,high,22,3,3,1,poor,Weight Loss Workout,Low Carb,None,Meditation,Maintain Routine
U0847,42,Male,62,188,17.5,stress_relief,5.0,1,21,2,4,1354,5,strength,223,75,3080,121,0,3.1,4,4,9,8,8,low,22,3,3,3,poor,Strength Training,Low Carb,Improve Sleep,None,Maintain Routine
U0848,25,Female,66,174,21.8,muscle_gain,6.8,3,0,5,2,10757,46,strength,326,111,2303,83,0,1.4,5,7,6,8,6,low,22,4,5,5,average,Moderate Workout,Balanced Diet,Reduce Screen Time,None,Hydration
U0849,42,Male,65,161,25.1,weight_loss,5.3,1,1,8,8,4348,1,mixed,333,66,2789,86,3,2.4,5,3,3,3,5,medium,18,3,2,2,average,Weight Loss Workout,Balanced Diet,Improve Sleep,Relaxation,Skin Care
U0850,19,Female,64,172,21.6,muscle_gain,7.4,3,21,3,1,8546,15,mixed,122,97,2685,127,1,1.5,4,1,4,4,11,high,17,4,1,4,poor,Moderate Workout,Balanced Diet,None,None,Hydration
U0851,46,Male,60,169,21.0,maintain,5.8,1,22,4,10,9623,34,mixed,446,81,2513,53,1,3.6,5,1,9,5,7,low,2,5,1,5,poor,Moderate Workout,Balanced Diet,Improve Sleep,None,Skin Care
U0852,18,Female,61,179,19.0,muscle_gain,7.0,5,23,7,2,9099,29,none,309,78,2498,97,5,2.2,5,6,4,3,10,high,25,5,4,4,good,Moderate Workout,Balanced Diet,None,None,Maintain Routine
U0853,39,Female,83,174,27.4,stress_relief,6.7,4,0,5,6,7198,16,cardio,151,104,3288,42,1,3.5,3,2,2,8,6,low,10,4,1,2,average,Weight Loss Workout,Low Carb,Reduce Screen Time,Relaxation,Skin Care
U0854,33,Female,62,161,23.9,weight_loss,8.4,5,23,6,10,6710,44,none,331,96,1661,45,6,2.6,2,6,8,9,9,low,16,1,2,3,good,Moderate Workout,High Protein,Reduce Screen Time,None,Skin Care
U0855,35,Female,99,150,44.0,maintain,8.3,4,23,6,9,2274,18,strength,279,105,2751,136,2,2.3,4,10,2,5,9,medium,5,5,1,5,poor,Weight Loss Workout,Balanced Diet,None,Meditation,Skin Care
U0856,34,Female,85,161,32.8,stress_relief,4.4,2,22,6,7,6385,38,none,127,77,2436,147,1,2.8,2,1,4,5,9,low,12,4,4,0,poor,Weight Loss Workout,Balanced Diet,Improve Sleep,None,Maintain Routine
U0857,36,Female,55,155,22.9,weight_loss,5.9,1,21,2,3,9720,53,mixed,271,91,1918,107,0,1.6,2,8,2,9,7,low,15,4,2,3,poor,Moderate Workout,Balanced Diet,Improve Sleep,Meditation,Hydration
U0858,21,Female,85,164,31.6,stress_relief,6.9,4,21,2,3,1136,1,none,216,103,1931,98,1,3.2,3,7,8,9,9,low,29,1,3,0,good,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Maintain Routine
U0859,43,Female,51,174,16.8,weight_loss,9.0,1,23,4,1,5510,9,strength,202,84,1857,66,5,2.3,5,1,8,4,5,high,22,5,3,3,poor,Strength Training,Balanced Diet,None,None,Maintain Routine
U0860,32,Male,84,151,36.8,maintain,7.1,1,22,5,1,10262,11,none,330,102,2863,58,2,3.3,5,5,2,8,9,medium,25,4,2,4,poor,Weight Loss Workout,Low Carb,Reduce Screen Time,Relaxation,Skin Care
U0861,29,Female,71,180,21.9,weight_loss,7.5,3,22,3,7,4636,27,cardio,299,70,2954,74,1,3.9,2,6,3,8,8,low,23,5,4,3,poor,Moderate Workout,Low Carb,Reduce Screen Time,Relaxation,Maintain Routine
U0862,49,Male,81,181,24.7,muscle_gain,6.4,2,1,9,6,8882,41,none,218,93,2763,110,1,2.5,5,10,3,4,7,high,5,2,3,0,good,Moderate Workout,Balanced Diet,None,Meditation,Maintain Routine
U0863,21,Female,83,180,25.6,stress_relief,6.3,2,23,5,5,8585,26,cardio,167,73,1597,52,3,1.4,2,3,7,9,10,medium,8,5,5,1,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Hydration
U0864,21,Male,61,189,17.1,maintain,5.4,2,0,7,7,11957,54,none,232,89,2911,44,6,2.3,3,7,2,5,7,medium,11,3,3,4,poor,Strength Training,Low Carb,Improve Sleep,Relaxation,Maintain Routine
U0865,49,Female,51,181,15.6,stress_relief,6.6,4,23,4,7,10485,50,none,177,75,1509,113,3,3.9,2,5,2,3,9,high,12,2,1,4,poor,Strength Training,Balanced Diet,None,Relaxation,Skin Care
U0866,18,Male,70,188,19.8,weight_loss,5.9,4,22,5,4,5849,14,mixed,410,102,3085,35,0,2.3,4,4,4,8,5,low,1,1,2,3,poor,Moderate Workout,Low Carb,Improve Sleep,None,Skin Care
U0867,42,Female,82,152,35.5,maintain,4.6,2,0,8,8,3166,35,none,372,104,3261,125,3,2.0,2,8,2,6,8,low,4,2,2,3,average,Weight Loss Workout,Low Carb,Improve Sleep,Meditation,Skin Care
U0868,42,Female,96,162,36.6,weight_loss,8.2,2,23,7,6,11698,28,strength,460,117,2592,100,5,1.6,2,6,4,9,6,low,0,1,1,3,average,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Hydration
U0869,26,Female,79,181,24.1,muscle_gain,6.8,4,21,3,1,6516,24,strength,267,98,1625,90,3,3.0,2,10,9,8,7,high,24,5,4,4,average,Moderate Workout,Balanced Diet,Reduce Screen Time,Meditation,Maintain Routine
U0870,44,Female,82,156,33.7,muscle_gain,5.6,5,1,9,5,1988,34,mixed,392,119,3228,45,5,2.9,2,10,4,6,11,low,3,1,4,4,good,Weight Loss Workout,Low Carb,Improve Sleep,Meditation,Maintain Routine
U0871,42,Male,97,186,28.0,maintain,8.8,1,22,4,9,4111,49,cardio,384,110,2053,58,1,1.4,2,8,4,8,7,medium,2,3,4,1,average,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Meditation,Hydration
U0872,43,Female,92,173,30.7,muscle_gain,8.5,1,23,7,10,9797,25,none,450,94,2334,85,4,1.7,5,1,4,9,9,medium,18,4,3,2,poor,Weight Loss Workout,Balanced Diet,Reduce Screen Time,None,Hydration
U0873,33,Male,73,154,30.8,muscle_gain,7.1,1,1,6,4,8669,21,cardio,288,80,2048,147,2,3.7,3,8,6,9,11,high,20,3,1,4,average,Weight Loss Workout,Balanced Diet,Reduce Screen Time,Meditation,Skin Care
